ledger,snapshot_date,no_clustering,entropy,entropy_percentage,gini,hhi,nakamoto_coefficient,theil_index,max_power_ratio,tau_index
tezos,Jun-2020,True,5.95452776416424,0.5875544975134162,0.9534584914533032,314.7757002805895,12,2.8972848991572913,0.10705726318728623,21
tezos,Jul-2020,True,5.9525381674211,0.5873581769048021,0.9539649903164603,310.7822206041501,12,2.898663982530226,0.10487826830475676,21
tezos,Aug-2020,True,5.914134893178377,0.5835687888300083,0.9545733357460241,324.22620830540455,12,2.9252831037958424,0.10707344632768362,20
tezos,Sep-2020,True,5.831227312999579,0.5753880021175554,0.9570519809313923,341.4940328730164,11,2.9827502592438555,0.11007951356407858,19
tezos,Oct-2020,True,5.797104633275729,0.5720209955751361,0.9580008793497625,358.26461423211794,11,3.0064022984875676,0.12145192199301093,19
tezos,Nov-2020,True,5.764729621733439,0.5688264376870698,0.9589271703464048,364.2836150298904,11,3.028842946458715,0.1205916881897159,18
tezos,Dec-2020,True,5.777101479751613,0.5700472130548365,0.9580405584876212,369.9318315769229,11,3.0202674279551283,0.11959735481978016,18
tezos,Jan-2021,True,5.8740295819908015,0.5796114546977789,0.954769337667054,363.14891906426175,11,2.953081987170993,0.1261988658903694,20
tezos,Feb-2021,True,5.831586449580426,0.5754234394052221,0.9567821959596043,355.18126854116724,11,2.982501324735383,0.119039154943883,19
tezos,Mar-2021,True,5.786333578035398,0.5709581771283889,0.9581406678064721,359.35283027384315,11,3.013868225059067,0.11011783827712313,18
tezos,Apr-2021,True,5.669151732202312,0.5593954263489714,0.9610988304733777,381.46876315829644,11,3.0950924911110853,0.11150910708432832,17
tezos,May-2021,True,5.640782680356575,0.5565961507955903,0.961421085228856,396.1675973002879,10,3.1147564194131077,0.1147791219556649,16
tezos,Jun-2021,True,5.907450418687975,0.5829092078849019,0.9544594540412253,360.46462482261404,13,2.929916428442393,0.12379201433083487,24
tezos,Jul-2021,True,5.928958426525765,0.5850314797489615,0.9537311063790122,362.12782007408896,14,2.915008213450174,0.1306878551300411,25
tezos,Aug-2021,True,5.562170016957297,0.5488391588440653,0.9607927217489999,518.4650906239574,8,3.1692465654046167,0.15313236449332285,19
tezos,Sep-2021,True,5.797040138282542,0.5720146316240697,0.9572248919351307,400.4397711245984,12,3.006447003010247,0.13533166938657962,23
tezos,Oct-2021,True,5.8090202251029615,0.5731967495300944,0.9567778647473131,394.2810595132149,12,2.9981430396078275,0.13048248146522853,22
tezos,Nov-2021,True,5.745127231645988,0.566892199924806,0.9584036808899088,411.8189092912721,11,3.0424302878800478,0.1358522351242404,21
tezos,Dec-2021,True,5.661829496894719,0.5586729152687948,0.9607956388895236,428.3346466714405,10,3.100167877869919,0.13746911171803874,20
tezos,Jan-2022,True,5.714313648490115,0.5638517137460874,0.9599763495540863,402.8652669689268,11,3.0637886361674957,0.1311397400185701,21
tezos,Feb-2022,True,5.762066557374666,0.5685636636261977,0.9593590516190177,375.6023981866531,11,3.0306888420106293,0.12052092456494422,21
tezos,Mar-2022,True,5.687322616366962,0.5611884123148759,0.9604895205687651,416.408827393932,10,3.082497393984077,0.13694412904283088,21
tezos,Apr-2022,True,5.68163705623229,0.5606273978129177,0.9609307801825204,417.9625519592254,11,3.086438323961313,0.14124777097691454,20
tezos,May-2022,True,5.6789025001232964,0.5603575694060016,0.9609936773227,414.9000057956393,10,3.0883337738183485,0.13772866902021916,20
tezos,Jun-2022,True,5.721759874033733,0.5645864593851929,0.9600055159598369,399.01732436302126,11,3.0586273059261306,0.13610516661571384,21
tezos,Jul-2022,True,5.715869023603409,0.564005188157381,0.9603998601528364,395.4804470193311,11,3.062710532293009,0.1357740561082982,21
tezos,Aug-2022,True,5.773776848054227,0.5697191597844948,0.9586056457476385,385.2554687345057,12,3.022571887042548,0.1328534995749504,22
tezos,Sep-2022,True,5.734526412287842,0.5658461792598776,0.9595361830645941,393.8304039905871,11,3.0497782159297824,0.1327653782064822,21
tezos,Oct-2022,True,5.713781128720334,0.5637991681206169,0.9601620409084758,395.3618478566782,11,3.064157750744512,0.13048911520134543,20
tezos,Nov-2022,True,5.720311391440878,0.5644435324402346,0.9596149064959593,398.9996744118138,11,3.0596313175514465,0.1319421024942332,21
tezos,Dec-2022,True,5.708747350267246,0.5633024672424386,0.9598775787328714,421.9661703591543,11,3.0676469000868325,0.15014102367885956,21
zcash,Jan-2018,True,1.8952704453207219,0.217320134115076,0.9928029134267677,4207.493663574328,1,4.731303948463361,0.6201284072989413,2
zcash,Feb-2018,True,2.107265173015748,0.24162839195137434,0.9917298415903113,3728.7406779398393,1,4.584360400667981,0.5800386028267231,2
zcash,Mar-2018,True,2.3063696739330037,0.26445859908570823,0.9905146503878052,3378.707025870617,1,4.446351677220391,0.5480108193395695,2
zcash,Apr-2018,True,2.3249814754431433,0.26659271098002535,0.9902966028321313,3397.2638632935755,1,4.433450959478496,0.5517221317198046,2
zcash,May-2018,True,2.2695128290280846,0.260232429412894,0.9906247622657525,3506.9189897444007,1,4.47189889535057,0.5620951844550831,2
zcash,Jun-2018,True,3.2986882581625174,0.37824225900720687,0.9808858326855331,1871.5218350577077,3,3.758528848344466,0.3869037243623264,4
zcash,Jul-2018,True,3.5082242965405195,0.4022685925970515,0.9794023196765962,1308.8024919852874,3,3.613289534117053,0.2622987729370708,6
zcash,Aug-2018,True,3.6890237410183464,0.4229998605904189,0.9768709394636146,1065.3042619180917,4,3.487968908930444,0.1905940594059406,6
zcash,Sep-2018,True,3.503857556901173,0.4017678828189767,0.9786160080462472,1259.6213302966744,3,3.6163163273862815,0.1831223138575909,4
zcash,Oct-2018,True,3.3796224857901493,0.38752253731575226,0.9806605526897214,1361.4603818400888,3,3.7024295166535826,0.20816923596264206,4
zcash,Nov-2018,True,3.2589899231976025,0.3736902714531242,0.982843877438554,1407.1131016765821,3,3.7860456372983218,0.20436046511627906,4
zcash,Dec-2018,True,3.312010279321167,0.37976982117229496,0.9823195522896304,1363.656300753823,3,3.749294726938987,0.21037528835874642,4
zcash,Jan-2019,True,3.215364137429111,0.3686879449316025,0.9831146969568878,1553.5345047981154,3,3.816284727703463,0.2559225704799955,4
