ledger,date,clustering,exclude_contract_addresses,top_limit_type,top_limit_value,exclude_below_fees,exclude_below_usd_cent,hhi,shannon_entropy,gini,total_entities,tau=0.33,tau=0.5,tau=0.66,mpr,theil
cardano,2021-03-01,False,False,absolute,100,False,False,404.299711396754,5.591458015238983,0.5659739124322882,100,4,9,22,0.1026223061191859,0.729466827505882
cardano,2021-04-01,False,False,absolute,100,False,False,378.9446608345865,5.617698939722111,0.5751392934402845,100,5,9,21,0.1052281127673253,0.7112780046851169
cardano,2021-05-01,False,False,absolute,100,False,False,406.2494245082955,5.396777413782125,0.6372682276004296,100,5,8,13,0.0877261709708343,0.8644091375154167
cardano,2021-06-01,False,False,absolute,100,False,False,714.1809433826784,4.753033052420037,0.7414176151674642,100,3,5,8,0.1231846363035129,1.3106187265949143
cardano,2021-07-01,False,False,absolute,100,False,False,766.5948986100806,4.661537335024262,0.7531672552587668,100,3,4,8,0.1296915322120911,1.374038725141102
cardano,2021-08-01,False,False,absolute,100,False,False,795.0503071202434,4.61169352965553,0.7598241795197633,100,3,4,7,0.1328097350138759,1.4085878183008176
cardano,2021-09-01,False,False,absolute,100,False,False,851.7250643481544,4.5413454689208965,0.7624820551939022,100,3,4,7,0.139001649178989,1.457349378256885
cardano,2021-10-01,False,False,absolute,100,False,False,911.3831781646428,4.531981451532494,0.7538502403746492,100,3,4,6,0.1482230875598424,1.4638400205083724
cardano,2021-11-01,False,False,absolute,100,False,False,910.2596720377842,4.5637954770671785,0.7443964640659918,100,3,4,6,0.1566081429764616,1.4417882184067454
cardano,2021-12-01,False,False,absolute,100,False,False,860.743505520218,4.593391479038913,0.7460739746989673,100,3,4,6,0.150398302816678,1.42127383308419
cardano,2022-01-01,False,False,absolute,100,False,False,848.9668912684515,4.620551324498826,0.7393714248580555,100,3,4,7,0.1481396556938922,1.4024480627792093
cardano,2022-02-01,False,False,absolute,100,False,False,752.4695805770592,4.810902740540997,0.7189916358288657,100,3,4,9,0.1387173594430559,1.270506515433984
cardano,2022-03-01,False,False,absolute,100,False,False,562.6698204619566,4.977398860442937,0.7252222729033205,100,4,6,10,0.1012866509658282,1.1551001993497845
cardano,2022-04-01,False,False,absolute,100,False,False,586.708191989994,4.972362994409602,0.7311685661222334,100,4,7,10,0.1593712935862294,1.158590795692468
cardano,2022-05-01,False,False,absolute,100,False,False,625.4089781574603,4.979677299083644,0.7271364966564267,100,4,7,11,0.1833392061730281,1.1535209060299032
cardano,2022-06-01,False,False,absolute,100,False,False,662.921158443091,4.954923042435723,0.7295725770823628,100,4,7,11,0.1980996883551933,1.1706792492322653
cardano,2022-07-01,False,False,absolute,100,False,False,648.1478092623449,4.9832872154725125,0.7260230939275902,100,4,7,11,0.1958443896752705,1.1510187026629013
cardano,2022-08-01,False,False,absolute,100,False,False,599.2521223543746,5.026602518338747,0.7231851030987075,100,4,7,12,0.1822226594848206,1.1209948226060675
